no.,serial_number_for_camera,precinct,police_office,location
6578,GB172,松山,中崙,寧安街1巷2號旁
6579,GB172,松山,中崙,寧安街1巷2號旁
6580,GB173,松山,中崙,八德路3段147號旁
6581,GB175,松山,中崙,南京東路4段158巷6號對面
6582,GB176,松山,中崙,南京東路4段120巷19弄23號
6583,GB177,松山,中崙,南京東路4段158巷與光復北路80巷口
6584,GB178,松山,中崙,光復北路60巷與八德路3段199巷口東南角
6585,GB178,松山,中崙,光復北路60巷與八德路3段199巷口東南角
6586,GB179,松山,中崙,八德路3段155巷20弄15號
6587,GB180,松山,中崙,八德路3段199巷11號
6588,GB181,松山,中崙,八德路3段199巷1弄1號
6589,GB182,松山,中崙,八德路3段199巷口
6590,GB183,松山,中崙,八德路3段155巷4弄1號
6591,GB184,松山,中崙,光復北路112號旁
6592,GB185,松山,中崙,光復北路96號前分隔島(安源)
6593,GB186,松山,中崙,光復北路80巷口(78號旁)
6594,GB187,松山,中崙,光復北路66號前分隔島
6595,GB187,松山,中崙,光復北路66號前分隔島
6596,GB188,松山,中崙,光復北路26巷口
6597,GB189,松山,松山,光復北路與八德路3段251號前(中央分隔島)
6598,GB189,松山,中崙,光復北路與八德路3段251號前(中央分隔島)
6599,GB190,松山,中崙,敦化南路一段78號前燈桿
6600,GB190,松山,中崙,敦化南路一段80巷口(中央分隔島)
6601,GB191,松山,中崙,敦化南路1段80巷11號旁中間路燈桿上
6602,GB191,松山,中崙,敦化南路1段80巷11號旁中間路燈桿上
6603,GB192,松山,中崙,敦化南路1段100巷9號
6604,GB193,松山,中崙,敦化南路1段100巷口
6605,GB193,松山,中崙,敦化南路1段100巷口
6606,GB194,松山,中崙,敦化南路1段100巷7弄7號前
6607,GB195,松山,中崙,敦化南路1段100巷5弄16號
6608,GB196,松山,中崙,市民大道4段105號(GB196-1)
6609,GB197,松山,中崙,敦化南路1段80巷44號
6610,GB198,松山,中崙,敦化南路1段100巷38號
6611,GB199,松山,中崙,敦化南路1段100巷7弄37號
6612,GB200,松山,中崙,市民大道4段71號前
6613,GB201,松山,中崙,八德路2段346巷9弄內(9弄21號旁)
6614,GB201,松山,中崙,八德路2段346巷9弄內(9弄21號旁)
6615,GB202,松山,中崙,八德路3段199巷4弄8號
6616,GB203,松山,中崙,八德路3段12巷51弄35號
6617,GB204,松山,中崙,延吉街67號
6618,GB205,松山,中崙,八德路3段158巷24號
6619,GB206,松山,中崙,南京東/敦化北路東南角人行道
6620,GB207,松山,中崙,北寧路66號旁(巷口)
6621,GB208,松山,中崙,北寧路與北寧路56巷口西南角號誌桿
6622,GB209,松山,中崙,復興南路1段1號前
6623,GB210,松山,中崙,八德路2段與敦化南北路西北角(地下道)
6624,GB211,松山,中崙,八德路3段74巷與市民大道4段口
6625,GB214,松山,中崙,敦化北路與長春路東南角
6626,GB214,松山,民有,敦化北路、長春路口(西北角)
6627,GB215,松山,中崙,復興南路1段45號前(47巷口)
6628,GB216,松山,中崙,市民大道4段105號(7-11)前
6629,GB217,松山,中崙,南京東路4段與敦化北路東側中央分隔島
6630,GB218,松山,中崙,長安東路2段229號前
6631,GB220,松山,中崙,光復南路66巷23號前
6632,GB221,松山,中崙,南京東/寧安街東南角人行道
6633,GB222,松山,中崙,八德路3段201號前
6634,GB223,松山,中崙,光復南路22巷18號左側
6635,GB224,松山,中崙,南京東路4段120巷9弄30號
6636,GB225,松山,中崙,光復北路98號旁巷口
6637,GB226,松山,中崙,敦化南路1段100巷13號
6638,GB227,松山,中崙,八德路2段410巷88弄2號
6639,GB228,松山,中崙,八德路3段74巷43號
6640,GB229,松山,中崙,復興北路3號旁燈桿安源(長安東路2段上)
6641,GB230,松山,中崙,南京東路3段敦化國中前東側中央分隔島
6642,GB231,松山,中崙,南京東路四段與北寧路西南角人行道
6643,GB232,松山,中崙,南京東/寧安街口西側中央分隔島
6644,GB233,松山,中崙,南京東路338巷對面公車道號誌桿
6645,GB234,松山,中崙,南京東路4段與敦化北路西側中央分隔島
6646,GB-C02,松山,中崙,南京東路4段與敦化北路東側中央分隔島
6647,GB-C03,松山,中崙,敦化北路、八德路口
6648,GC001,松山,三民,民生東路5段137巷4弄39號
6649,GC002,松山,三民,富錦街427號旁號誌
6650,GC003,松山,三民,民生東路5段139號口東北角號誌
6651,GC004,松山,三民,民生東路5段137巷4弄1號
6652,GC005,松山,三民,三民路155巷32號
6653,GC006,松山,三民,三民路155巷口
6654,GC007,松山,三民,三民路167巷2號
6655,GC008,松山,三民,民生東路5段69巷2弄2號
6656,GC009,松山,三民,新中街35之1號旁
6657,GC010,松山,三民,三民路167巷34號
6658,GC011,松山,三民,民生東路5段137巷6弄1號旁
6659,GC012,松山,三民,三民路95巷2號
6660,GC013,松山,三民,民生東路5段36巷與光復北路165巷31號(公園旁)
6661,GC014,松山,三民,民生東路5段35號旁
6662,GC016,松山,三民,民生東路5段62號前
6663,GC017,松山,三民,富錦街359巷2弄口
6664,GC018,松山,三民,富錦街339號
6665,GC019,松山,三民,民生東路5段27號
6666,GC020,松山,三民,民生東路5段65號後防火巷
6667,GC021,松山,三民,富錦街359巷1弄口
6668,GC022,松山,三民,撫遠街395巷口
6669,GC023,松山,三民,撫遠街401巷口
6670,GC024,松山,三民,撫遠街403巷口
6671,GC025,松山,三民,撫遠街399巷3號
6672,GC026,松山,三民,撫遠街389巷口
6673,GC027,松山,三民,撫遠街376巷口
6674,GC028,松山,三民,撫遠街380巷口
6675,GC029,松山,三民,撫遠街405巷5號
6676,GC030,松山,三民,撫遠街386巷口
6677,GC031,松山,三民,民生東路5段188號斜對面
6678,GC031,松山,三民,民生東路5段188號斜對面
6679,GC032,松山,三民,民生東路5段212巷口前中央分隔道
6680,GC033,松山,三民,新東街11巷1號
6681,GC034,松山,三民,民生東路5段212巷與新東街11巷口
6682,GC035,松山,三民,三民路102巷9號旁燈桿
6683,GC036,松山,三民,三民路96巷口
6684,GC037,松山,三民,民生東5段177巷8弄2號
6685,GC038,松山,三民,北市松山區三民路130巷口路口監控
6686,GC039,松山,三民,三民路180巷5號
6687,GC040,松山,三民,民生東路5段260巷1號
6688,GC041,松山,三民,北市松山區新東街33號對面燈桿路口監控
6689,GC042,松山,三民,新東街26巷之1號
6690,GC043,松山,三民,撫遠街261巷後防火巷
6691,GC044,松山,三民,塔悠路308號旁防火巷口
6692,GC045,松山,三民,富錦街562巷1號
6693,GC046,松山,三民,富錦街與撫遠街304號口西南角
6694,GC047,松山,三民,新東街66巷1號
6695,GC048,松山,三民,撫遠街300巷4號對面
6696,GC049,松山,三民,新東街60巷18號
6697,GC050,松山,三民,三民路180巷45號
6698,GC050,松山,三民,三民路180巷45號
6699,GC051,松山,三民,塔悠路320號旁防火巷(壁掛)
6700,GC052,松山,三民,富錦街572巷2號前
6701,GC052,松山,三民,富錦街572巷2號前
6702,GC053,松山,三民,撫遠街261巷底與塔悠路
6703,GC054,松山,三民,塔悠路215號後側壁掛(5號水門口)
6704,GC055,松山,三民,撫遠街389巷底與塔悠路口右側(六號水門前)
6705,GC056,松山,三民,濱江街373號七號水門(對角號誌桿)入口
6706,GC057,松山,松山,塔悠路73號
6707,GC057,松山,三民,塔悠路73號
6708,GC058,松山,三民,濱江街375號
6709,GC059,松山,三民,濱江街362號(中央分隔島)
6710,GC060,松山,三民,光復北路與延壽街440號對面
6711,GC061,松山,三民,民權東路4段與三民路口西南角
6712,GC062,松山,三民,民生東路5段與光復北路口東南角號誌
6713,GC063,松山,三民,富錦街與光復北路口西南角
6714,GC064,松山,三民,民權東路4段與新中街中央分隔島
6715,GC064,松山,三民,民權東路4段與新中街中央分隔島
6716,GC065,松山,三民,民權東路5段與塔悠路口(東邊號誌)
6717,GC065,松山,三民,民權東路5段與塔悠路口(東邊號誌)
6718,GC066,松山,三民,新東街9巷27號
6719,GC067,松山,三民,民權東路4段與光復北路口東邊中央島
6720,GC067,松山,東社,民權東路4段與光復北路口東邊中央島
6721,GC068,松山,三民,撫遠街360號
6722,GC068,松山,三民,撫遠街360號
6723,GC069,松山,三民,民權東路5段102號旁
6724,GC070,松山,東社,延壽街400號
6725,GC070,松山,三民,延壽街400號
6726,GC071,松山,三民,延壽街326號對面與新中街口
6727,GC072,松山,三民,延壽街與民生東路5段138巷口
6728,GC072,松山,三民,延壽街與民生東路5段138巷口
6729,GC073,松山,三民,延壽街與三民路口西南角號誌
6730,GC073,松山,三民,延壽街與三民路口西南角號誌
6731,GC074,松山,三民,延壽街117號
6732,GC075,松山,三民,延壽街64號與新東街
6733,GC075,松山,三民,延壽街64號與新東街
6734,GC076,松山,三民,延壽街46號前東北角號誌桿
6735,GC076,松山,三民,延壽街46號前東北角號誌桿
6736,GC077,松山,三民,塔悠路195號
6737,GC078,松山,三民,民生東路5段2號與光復北路西側中央分隔島
6738,GC079,松山,三民,民生東路5段163-1號斜對面
6739,GC079,松山,三民,民生東路5段163-1號斜對面
6740,GC081,松山,三民,三民路168號及166巷口
6741,GC082,松山,三民,民生東路5段165之1號斜對面
6742,GC082,松山,三民,民生東路5段165之1號斜對面
6743,GC084,松山,三民,民生東路5段137巷口西邊分隔島
6744,GC084,松山,三民,民生東路5段137巷口西邊分隔島
6745,GC085,松山,三民,新東街26巷45號
6746,GC086,松山,三民,民生東路5段與撫遠街口(新東公園旁)
6747,GC086,松山,三民,民生東路5段與撫遠街口(新東公園旁)
6748,GC087,松山,三民,塔悠路290號防火巷
6749,GC088,松山,三民,富錦街535巷
6750,GC089,松山,三民,民生東路5段與撫遠街口(北邊中央分隔島)
6751,GC089,松山,三民,民生東路5段與撫遠街口(北邊中央分隔島)
6752,GC090,松山,三民,新東街30巷32號
6753,GC091,松山,三民,新東街29號前(中央分隔島)
6754,GC091,松山,三民,新東街29號前(中央分隔島)
6755,GC092,松山,三民,民生東路5段177巷口
6756,GC093,松山,三民,民生東路5段163-1號斜對面
6757,GC093,松山,三民,民生東路5段163-1號斜對面
6758,GC096,松山,三民,民生東路5段106號對面分隔島
6759,GC096,松山,三民,民生東路5段106號對面分隔島
6760,GC097,松山,三民,民生東路5段36巷4弄1號後側
6761,GC097,松山,三民,民生東路5段36巷4弄1號後側
6762,GC098,松山,三民,新中街4巷1號(後側防火巷)
6763,GC099,松山,三民,新中街2-1號旁
6764,GC100,松山,三民,民生東路5段69巷3弄1號
6765,GC101,松山,三民,民生東路5段69巷2弄底
6766,GC102,松山,三民,民生東路5段69巷4弄2-6號
6767,GC103,松山,三民,民生東路5段69巷4弄底
6768,GC104,松山,三民,民生東路5段27巷與民生東路5段69巷21弄口
6769,GC105,松山,三民,民生東路5段27巷7弄1號旁
6770,GC106,松山,三民,富錦街340-1號
6771,GC107,松山,三民,民生東路5段137巷6弄底?
6772,GC108,松山,三民,民生東路5段138巷與新中街6巷
6773,GC109,松山,三民,民生東路5段138巷與新中街4巷
6774,GC110,松山,三民,新中街52巷18號旁(巷子內)
6775,GC111,松山,三民,富錦街442號前
6776,GC112,松山,三民,三民路136巷4號前
6777,GC113,松山,三民,三民路136巷80號
6778,GC114,松山,三民,三民路145號
6779,GC114,松山,三民,三民路145號
6780,GC115,松山,三民,富錦街526號前號誌
6781,GC115,松山,三民,富錦街526號前號誌
6782,GC116,松山,三民,富錦街535巷7號
6783,GC117,松山,三民,新東街60巷7號口
6784,GC118,松山,三民,新東街26巷1號(六順豆花前)
6785,GC118,松山,三民,新東街26巷1號(六順豆花前)
6786,GC119,松山,三民,新東街12巷42號前
6787,GC120,松山,三民,新東街16巷16號
6788,GC121,松山,三民,新東街20巷50號對面
6789,GC122,松山,三民,新東街51巷43號
6790,GC123,松山,三民,民權東路5段3號
6791,GC124,松山,三民,民權東路5段41號
6792,GC125,松山,三民,民權東路5段與塔悠路口(中央分隔島)
6793,GC125,松山,三民,民權東路5段與塔悠路口(中央分隔島)
6794,GC126,松山,三民,民權東路5段19號
6795,GC126,松山,三民,民權東路5段19號
6796,GC127,松山,三民,撫遠街211巷1號
6797,GC128,松山,三民,撫遠街383巷19號旁
6798,GC129,松山,三民,撫遠街400巷52號
6799,GC130,松山,三民,撫遠街369巷14號前
6800,GC131,松山,三民,撫遠街400巷96號
6801,GC132,松山,三民,撫遠街400巷72號
6802,GC133,松山,三民,撫遠街403巷36號前與塔悠路口
6803,GC133,松山,三民,撫遠街403巷36號前與塔悠路口
6804,GC135,松山,三民,撫遠街394巷79號對面
6805,GC135,松山,三民,撫遠街394巷79號對面
6806,GC136,松山,三民,撫遠街378-2號側牆
6807,GC137,松山,三民,民權東路5段39號前路燈
6808,GC138,松山,三民,富錦街359巷2弄46號
6809,GC138,松山,三民,富錦街359巷2弄46號
6810,GC139,松山,三民,富錦街359巷口
6811,GC140,松山,三民,民生東路5段36巷6弄1號前燈桿
6812,GC141,松山,三民,民生東路5段36巷8弄2號
6813,GC142,松山,三民,民生東路5段119號後側(新中街8號對面)
6814,GC143,松山,三民,新中街2巷23之3號前
6815,GC144,松山,三民,三民路107巷口對面分隔島
6816,GC145,松山,三民,三民路113巷口
6817,GC145,松山,三民,三民路113巷口
6818,GC148,松山,三民,三民路161巷口
6819,GC149,松山,三民,新東街1巷口
6820,GC150,松山,三民,新東街3巷口
6821,GC151,松山,三民,新東街9巷19號前燈桿
6822,GC152,松山,三民,新東街15巷口
6823,GC153,松山,三民,新東街12巷口
6824,GC154,松山,三民,新東街16巷底
6825,GC155,松山,三民,新東街20巷口
6826,GC156,松山,三民,新東街60巷18號側牆上
6827,GC157,松山,三民,三民路180巷與撫遠街
6828,GC159,松山,三民,富錦街581巷24號
6829,GC160,松山,三民,富錦街574巷11號
6830,GC162,松山,三民,撫遠街367巷4號
6831,GC163,松山,三民,撫遠街369巷18號
6832,GC164,松山,三民,撫遠街379巷口
6833,GC165,松山,三民,撫遠街383巷14號
6834,GC166,松山,三民,富錦街515號
6835,GC166,松山,三民,富錦街515號
6836,GC167,松山,三民,六號水門口左側號誌(撫遠街389巷45號附近)
6837,GC168,松山,三民,撫遠街395巷底
6838,GC169,松山,三民,撫遠街399巷35號前
6839,GC170,松山,三民,撫遠街401巷底
6840,GC171,松山,三民,撫遠街376巷16-1號2F
6841,GC172,松山,三民,撫遠街380巷16號
6842,GC173,松山,三民,撫遠街386巷13號
6843,GC174,松山,三民,撫遠街390巷28號
6844,GC175,松山,三民,撫遠街394巷25號對面
6845,GC176,松山,三民,三民路95巷34號
6846,GC177,松山,三民,撫遠街195巷9號
6847,GC178,松山,三民,撫遠街211巷51號
6848,GC179,松山,三民,撫遠街249巷27號前
6849,GC180,松山,三民,撫遠街255巷29號
6850,GC181,松山,三民,北市松山區民生東路5段36巷4弄43號前路口監控
6851,GC181,松山,三民,北市松山區民生東路5段36巷4弄43號前路口監控
6852,GC182,松山,三民,撫遠街394巷25號旁燈桿
6853,GC183,松山,三民,撫遠街394巷1-1號
6854,GC184,松山,三民,撫遠街405巷15之2號
6855,GC186,松山,三民,新東街1巷底
6856,GC186,松山,三民,新東街1巷底
6857,GC188,松山,三民,民權東路5段與三民路口北角
6858,GC188,松山,三民,民權東路5段與三民路口北角
6859,GC190,松山,三民,民權東路4段與新中街東北角號誌
6860,GC193,松山,三民,延壽街48號前號誌桿
6861,GC194,松山,三民,民生東路五段138巷口東南角號誌
6862,GC195,松山,三民,民生東路五段與塔悠路221號前中央分隔島
6863,GC195,松山,三民,民生東路五段與塔悠路221號前中央分隔島
6864,GC196,松山,三民,民生東路5段191號旁新東街口號誌
6865,GC196,松山,三民,民生東路5段191號旁新東街口號誌
6866,GC197,松山,三民,民生東路5段115號旁與新中街口西北角
6867,GC198,松山,三民,民生東路5段106號旁與新中街口東南角
6868,GC199,松山,三民,富錦街與新中街43號斜對面東南角號誌
6869,GC200,松山,三民,三民路148號旁
6870,GC200,松山,三民,三民路148號旁
6871,GC201,松山,三民,民權東路5段40號前
6872,GC201,松山,三民,民權東路5段40號前
6873,GC215,松山,三民,塔悠路與撫遠街389巷口(六號水門前中央分隔島)
6874,GC216,松山,三民,民生東路5段27巷9弄底
6875,GC217,松山,三民,富錦街358號
6876,GC218,松山,三民,撫遠街403巷與塔悠路口東邊號誌
6877,GD001,松山,東社,民生東路4段133號旁與光復北路口西北角號誌
6878,GD002,松山,東社,民生東路4段112巷1弄與光復北路口
6879,GD002,松山,東社,民生東路4段112巷1弄與光復北路口
6880,GD003,松山,東社,民生東路4段112巷3弄與光復北路口
6881,GD003,松山,東社,民生東路4段112巷3弄與光復北路口
6882,GD004,松山,東社,民生東路4段112巷5弄23號前
6883,GD017,松山,東社,民生東路4段112巷與112巷7弄口
6884,GD005,松山,東社,民生東路4段112巷7弄26號與光復北路口
6885,GD006,松山,東社,光復北路228號前號誌桿
6886,GD007,松山,東社,民生東路4段與民生東路4段80巷口
6887,GD007,松山,東社,民生東路4段與民生東路4段80巷口
6888,GD008,松山,東社,民生東路4段80巷1弄與民生東路4段80巷口
6889,GD008,松山,東社,民生東路4段80巷1弄與民生東路4段80巷口
6890,GD009,松山,東社,民生東路4段80巷3弄與民生東路4段80巷口
6891,GD009,松山,東社,民生東路4段80巷3弄與民生東路4段80巷口
6892,GD010,松山,東社,民生東路4段80巷11弄2號與民生東路4段80巷口
6893,GD011,松山,東社,敦化北路199巷與健康路15巷口
6894,GD012,松山,東社,民生東路4段112巷與民生東路4段口
6895,GD012,松山,東社,民生東路4段112巷與民生東路4段口
6896,GD013,松山,東社,民生東路4段112巷與光復北路230巷口
6897,GD014,松山,東社,民生東路4段112巷與112巷1弄口
6898,GD015,松山,東社,民生東路4段112巷與112巷3弄口
6899,GD016,松山,東社,民生東路4段112巷與112巷5弄口
6900,GD017,松山,東社,民生東路4段112巷與112巷7弄口
6901,GD018,松山,東社,健康路174號斜對面中央分隔島
6902,GD018,松山,東社,健康路174號斜對面中央分隔島
6903,GD019,松山,東社,南京東路5段光復北路西北側小綠人
6904,GD020,松山,東社,南京東路5段23巷9弄7號
6905,GD021,松山,東社,南京東路5段59巷29弄與59巷口
6906,GD022,松山,東社,南京東路5段59巷28弄與59巷口
6907,GD023,松山,東社,南京東路5段123巷1弄與59巷口
6908,GD024,松山,東社,健康路173號
6909,GD026,松山,東社,南京東路5段123巷8弄35號
6910,GD027,松山,東社,南京東路5段23巷15弄21號旁燈桿
6911,GD028,松山,東社,南京東路5段與光復北路東側中央分隔島
6912,GD028,松山,東社,南京東路5段與光復北路東側中央分隔島
6913,GD029,松山,東社,南京東路5段23巷9弄與光復北路口
6914,GD030,松山,東社,南京東路5段23巷7弄24號
6915,GD031,松山,東社,南京東路5段23巷18號旁
6916,GD032,松山,東社,南京東路5段23巷6弄與23巷口
6917,GD033,松山,東社,南京東路5段59巷口中央分隔島
6918,GD033,松山,東社,南京東路5段59巷口中央分隔島
6919,GD034,松山,東社,南京東路5段59巷31弄15號
6920,GD035,松山,東社,南京東路5段123巷4弄與123巷口
6921,GD036,松山,東社,南京東路5段123巷6弄與123巷口
6922,GD037,松山,東社,南京東路5段123巷2弄與123巷口
6923,GD038,松山,東社,南京東路5段123巷4弄28號旁
6924,GD038,松山,東社,南京東路5段123巷4弄28號旁
6925,GD039,松山,東社,三民路3巷與三民路
6926,GD039,松山,東社,三民路3巷與三民路
6927,GD040,松山,東社,南京東路5段147巷與健康路口
6928,GD040,松山,東社,南京東路5段147巷與健康路口
6929,GD041,松山,東社,北市松山區南京東路5段23巷與健康路口中央分隔島路口監控
6930,GD042,松山,東社,敦化北路197號旁199巷口中央分隔島
6931,GD043,松山,東社,健康路15巷46號
6932,GD044,松山,東社,敦化北路145巷與健康路15巷口
6933,GD045,松山,東社,敦化北路145巷與敦化北路145巷23弄口
6934,GD046,松山,東社,敦化北路145巷與南京東路4段53巷口
6935,GD047,松山,東社,敦化北路145巷36號前
6936,GD048,松山,東社,敦化北路165巷與敦化北路155巷100弄口
6937,GD049,松山,東社,敦化北路165巷與敦化北路199巷2弄口
6938,GD050,松山,東社,敦化北路155巷66弄24號
6939,GD051,松山,東社,敦化北路155巷66弄56號
6940,GD052,松山,東社,敦化北路167號旁與敦化北路155巷口東北角
6941,GD053,松山,東社,健康路7巷2號
6942,GD054,松山,東社,南京東路4段13巷口小綠人桿
6943,GD055,松山,東社,南京東路4段53巷與53巷11弄口
6944,GD056,松山,東社,南京東路4段53巷與南京東路4段53巷7【南京東路4段53巷7弄2號】
6945,GD056,松山,東社,南京東路4段53巷與南京東路4段53巷7【南京東路4段53巷7弄2號】
6946,GD057,松山,東社,南京東路4段53巷與南京東路4段53巷5弄口
6947,GD058,松山,東社,南京東路4段53巷與南京東路4段53巷3弄口
6948,GD059,松山,東社,南京東路4段11號前號誌桿
6949,GD061,松山,東社,健康路9巷與健康路口
6950,GD061,松山,東社,健康路9巷與健康路口
6951,GD062,松山,東社,健康路5巷與健康路3巷2號旁口
6952,GD063,松山,東社,健康路6-1號
6953,GD064,松山,東社,敦化北路155巷66弄與敦化北路199巷2弄口
6954,GD065,松山,東社,南京東路4段與敦化北路口東北角(地下道)
6955,GD066,松山,東社,北市松山區富錦街12巷民族國小後門路口監控
6956,GD066,松山,東社,北市松山區富錦街12巷民族國小後門路口監控
6957,GD067,松山,東社,民生東路75巷5弄5號
6958,GD068,松山,東社,北市松山區富錦街與民生東路4段97巷口路口監控
6959,GD069,松山,東社,北市松山區民生東路4段97巷4弄與131巷口路口監控
6960,GD070,松山,東社,民生東路4段106號前分隔島
6961,GD071,松山,東社,民權東路4段與光復北路口西北角號誌
6962,GD071,松山,東社,民權東路4段與光復北路口西北角號誌
6963,GD072,松山,東社,民生東路4段54號旁
6964,GD073,松山,東社,敦化北路與民生東路4段東邊分隔島
6965,GD075,松山,東社,富錦街77巷2弄與富錦街口
6966,GD076,松山,東社,民權東路4段與富錦街107巷口
6967,GD076,松山,東社,民權東路4段與富錦街107巷口
6968,GD077,松山,東社,北市松山區富錦街107巷1弄與富錦街107巷口路口監控
6969,GD078,松山,東社,富錦街與民生東路四段131巷口
6970,GD079,松山,東社,民權東路與敦化北路南方號誌桿
6971,GD080,松山,東社,民生東路4段97巷1弄口
6972,GD081,松山,東社,民生東路4段66號前中央分隔島
6973,GD081,松山,東社,民生東路4段66號前中央分隔島
6974,GD082,松山,東社,富錦街77巷2弄26號對面
6975,GD083,松山,東社,健康路15巷與敦化北路155巷底
6976,GD084,松山,東社,民生東路4段與敦化北路口(地下道內)
6977,GD085,松山,東社,北市松山區民生東路4段80巷6弄底路口監控
6978,GD086,松山,東社,北市松山區民生東路4段56巷與民生東路4段路口監控
6979,GD086,松山,東社,北市松山區民生東路4段56巷與民生東路4段路口監控
6980,GD087,松山,東社,民生東路4段55巷3弄口
6981,GD088,松山,東社,敦化北路與富錦街口
6982,GD089,松山,東社,民生東路4段75巷2-1號對面
6983,GD090,松山,東社,光復北路210巷與健康路15巷口
6984,GD091,松山,東社,光復北路190巷與健康路15巷口
6985,GD092,松山,東社,健康路46號對面(中華公園)與健康路15巷口
6986,GD093,松山,東社,光復北路190巷與光復北路口東北號誌(急診室入口)
6987,GD094,松山,三民,光復北路163之1號與延壽街口東南角號誌
6988,GD094,松山,東社,光復北路163之1號與延壽街口東南角號誌
6989,GD095,松山,東社,光復北路155巷與光復北路口
6990,GD096,松山,東社,延壽街424巷與延壽街口
6991,GD097,松山,東社,延壽街424巷與延壽街402巷4弄口
6992,GD098,松山,東社,延壽街424巷與延壽街402巷2弄口
6993,GD099,松山,東社,延壽街402巷與延壽街口
6994,GD100,松山,東社,延壽街402巷1弄8號前
6995,GD101,松山,東社,延壽街402巷與延壽街402巷3弄口
6996,GD103,松山,東社,延壽街356巷與延壽街356巷2弄口
6997,GD104,松山,東社,延壽街356巷4弄2號前燈桿
6998,GD105,松山,東社,延壽街330巷20弄33號前燈桿號
6999,GD106,松山,東社,延壽街330巷與延壽街口
7000,GD108,松山,東社,延壽街330巷與延壽街330巷20弄口
7001,GD109,松山,東社,健康路156號旁與光復北路口東邊中央分隔島
7002,GD109,松山,東社,健康路156號旁與光復北路口東邊中央分隔島
7003,GD110,松山,東社,光復北路161巷與光復北路口
7004,GD111,松山,東社,光復北路210巷與健康路35巷口
7005,GD112,松山,東社,健康路45巷內近光復北路190巷
7006,GD113,松山,東社,健康路45巷東北角第一支燈桿
7007,GD114,松山,東社,健康路58巷3號與健康路口
7008,GD115,松山,東社,南京東路4段75巷14弄11號
7009,GD115,松山,東社,南京東路4段75巷14弄11號
7010,GD116,松山,東社,健康路20巷口燈桿
7011,GD116,松山,東社,健康路20巷口燈桿
7012,GD117,松山,東社,南京東路4段75巷與健康路口
7013,GD118,松山,東社,南京東路4段/健康路口東側中央分隔島
7014,GD119,松山,東社,南京東路4段75巷與南京東路4段133巷8弄口
7015,GD120,松山,東社,南京東路4段75巷與南京東路4段133巷6弄口
7016,GD121,松山,東社,南京東路4段75巷與南京東路4段133巷4弄口
7017,GD122,松山,東社,南京東路4段133巷11-2號旁與健康路口
7018,GD123,松山,東社,南京東路4段133巷與南京東路4段131號前口
7019,GD124,松山,東社,南京東路4段133巷與南京東路4段133巷9弄口
7020,GD125,松山,東社,南京東路4段133巷與南京東路4段133巷7弄口
7021,GD126,松山,東社,南京東路4段133巷與南京東路4段133巷5弄口
7022,GD127,松山,東社,南京東路4段133巷9弄口
7023,GD128,松山,東社,光復北路154號
7024,GD129,松山,東社,南京東路4段179巷3弄9號旁
7025,GD130,松山,東社,南京東路4段133巷7弄與南京東路4段179巷口
7026,GD131,松山,東社,南京東路4段179巷與南京東路4段口
7027,GD132,松山,東社,"南京東路4段199號旁,光復北路口"
7028,GD135,松山,東社,民生東路4段130號前分隔島
7029,GD136,松山,東社,光復北路240號前燈桿
7030,GD137,松山,東社,光復北路232號與延壽街口西北角
7031,GD138,松山,東社,南京東路5段59巷與健康路口
7032,GD139,松山,東社, 南京東路5段23巷口旁小綠人
7033,GD140,松山,東社,南京東路5段123號前東側分隔島
7034,GD141,松山,東社,光復北路與健康路口東南角號誌
7035,GD143,松山,東社,敦化北路153號前號誌
7036,GD144,松山,東社,南京東路4段與敦化北路北邊分隔島
7037,GD144,松山,東社,南京東路4段與敦化北路北側分隔島
7038,GD145,松山,東社,民生東路4段114號旁(112巷口)東南角
7039,GD147,松山,東社,健康路11號旁、南京東路4段53巷10弄口
7040,GD148,松山,東社,光復北路190巷與光復北路口西北號誌
7041,GD149,松山,東社,健康路與延壽街356巷口
7042,GD150,松山,東社,延壽街330巷與健康路210號前南邊號誌
7043,GD150,松山,東社,延壽街330巷與健康路210號前南邊號誌
7044,GD151,松山,東社,健康路與光復北路口西北角
7045,GD151,松山,東社,健康路與光復北路口西北角
7046,GD164,松山,東社,南京東路4段179巷左側人行道
7047,GD166,松山,東社,民生東路4段66號前
7048,GD167,松山,東社,延壽街356巷4弄2號前對面
7049,GD168,松山,東社,光復北路226號與延壽街口西南角
7050,GD168,松山,東社,光復北路226號與延壽街口西南角
7051,GD169,松山,東社,健康路52號對面
7052,GD170,松山,東社,敦化北路145巷口
7053,GD171,松山,東社,南京東路5段59巷27-8號對面
7054,GD217,松山,東社,民生東路4段97巷6弄口對面(近民族國小)
7055,GD218,松山,東社,南京東5段與光復北路西側中央分隔島
7056,GD219,松山,東社,南京東路5段99號前號誌桿
7057,GE001,松山,民有,復興北路495號前
7058,GE002,松山,民有,民族東路610號
7059,GE003,松山,民有,復興北路499號旁巷口燈桿
7060,GE004,松山,民有,復興北路499巷1號
7061,GE005,松山,民有,民權東路3段191巷89號
7062,GE005,松山,民有,民權東路3段191巷89號
7063,GE006,松山,民有,民族東路668巷2弄14號
7064,GE007,松山,民有,復興北路479巷11號
7065,GE008,松山,民有,五常街281之1號
7066,GE009,松山,民有,五常街275號
7067,GE010,松山,民有,復興北路與五常街口
7068,GE011,松山,民有,五常街370巷24號
7069,GE012,松山,民有,民權東路3段103巷33號
